#,chapter_number,chapter_title,section_number,section_title,lo_id,lo_title,lo_description,section_page_folio
1,I,Introduction,I.1,Why Study Psychology?,I.1.1,Explain how studying psychology will help you in your personal and professional life,"Two broad categories of learning relate to content (that is, the subject matter) and skills. Psychology students learn a variety of skills during their studies, including research skills, critical thinking skills, cultural awareness skills, communication skills, and personal skills. All of these can be useful at work or in your personal life. The study of psychology will also prepare you for many potentially rewarding careers. Some of those exist within the field of psychology, but the skills learned in a psychology degree can also be applied to a wide range of other career paths.",4
192,10,Motivation and Emotion,10.4,The Four Basic Aspects of Emotion,10.4.2,"Explain what is meant by emotional experience, and how it differs from mood",Emotional experience is the subjective feeling state. Emotions are briefer than moods and typically have identifiable targets.,331
193,10,Motivation and Emotion,10.4,The Four Basic Aspects of Emotion,10.4.3,Describe the physiological responses that are associated with emotions,"The autonomic nervous system underlies bodily changes: the sympathetic branch arouses, the parasympathetic calms. The amygdala provides a rapid (“quick and dirty”) pathway for fear, bypassing the cortex.",331
194,10,Motivation and Emotion,10.4,The Four Basic Aspects of Emotion,10.4.4,Outline the various ways in which an emotion can be expressed and regulated,"Expression spans face, body language (kinesics: touch, posture, gaze), and voice (prosody, vocal bursts). Regulation strategies include suppression, situation selection, situation modification, attentional shifting, cognitive reappraisal, and response modulation.",331
195,10,Motivation and Emotion,10.4,The Four Basic Aspects of Emotion,10.4.5,Describe two types of cognition that are relevant to emotions,Attributions (explanations for events) and appraisals (evaluations of significance) shape emotional responses.,331
196,10,Motivation and Emotion,10.5,Connecting the Four Aspects of Emotion: Theories of Emotion,10.5.1,"Outline the similarities and differences between the James-Lange, Cannon-Bard, and Schachter-Singer theories of emotion",James-Lange: feelings follow bodily reactions; Cannon-Bard: feelings and bodily reactions occur simultaneously; Schachter-Singer: arousal plus cognitive labeling produces specific emotions. The first two omit the cognitive component emphasized by the two-factor theory.,338
197,10,Motivation and Emotion,10.5,Connecting the Four Aspects of Emotion: Theories of Emotion,10.5.2,"Explain the central idea that underlies basic emotion theories (BETs), and the strengths and weaknesses of Ekman’s BET","BETs posit brief, category-like emotions with distinct expressions, physiology, and behaviors after appraisals. Ekman proposed six basic emotions (surprise, happiness, sadness, anger, disgust, fear) that are fast, early-developing, universal, and shared with other mammals. Newer BETs note limits of facial cues alone, emphasize multiple channels, suggest ~25 emotion-like states, and highlight cultural differences alongside similarities.",338
198,10,Motivation and Emotion,10.6,Psychology and Your Skill Set: Positivity and Optimism,10.6.1,"Outline what is meant by the terms positive psychology, subjective well-being, and optimism","Positive psychology studies positive emotions, optimism, and subjective well-being. Optimism aids coping and growth but can be unrealistic; it is partly dispositional and partly a developable skill.",341
199,10,Motivation and Emotion,10.6,Psychology and Your Skill Set: Positivity and Optimism,10.6.2,Outline the three elements of explanatory style,"Explanatory style involves pervasiveness (scope of impact), permanence (expected duration), and personalization (degree events reflect fixed personal traits versus changeable circumstances).",341
200,10,Motivation and Emotion,10.6,Psychology and Your Skill Set: Positivity and Optimism,10.6.3,Create a plan that will allow you to be more positive and optimistic about an issue that you find challenging,"Build a more optimistic explanatory style across pervasiveness, permanence, and personalization to support relationships, resilience, and effective responses to challenges in daily life.",341
201,11,"Sex, Gender, and Sexuality",11.1,Sexual Development and Orientation,11.1.1,"Describe the four basic dimensions of biological sex, including the role of hormones in shaping sexual development prenatally and postnatally","The four dimensions of biological sex are genetic sex, gonadal sex, hormonal sex, and genital sex. Sexual development begins with genetic sex (XX or XY chromosomes) and is then influenced by prenatal hormones, particularly androgens (male sex hormones) and estrogens (female sex hormones). One type of androgen, testosterone, is needed for a male embryo to develop male structures such as a penis and testicles. Sexual development in utero may be atypical when hormones are not present at the usual levels, or when the embryo is not sensitive to those hormones. For example, androgen insensitivity syndrome, exposure to progestin, congenital adrenal hyperplasia, and similar problems may result in the development of an intersex individual. Postnatally, estrogens and androgens influence the development of different primary and secondary sexual characteristics in males and females.",350
202,11,"Sex, Gender, and Sexuality",11.1,Sexual Development and Orientation,11.1.2,Define sexual orientation and outline its causes,"Sexual orientation refers to one’s degree of emotional and erotic attraction to members of the opposite sex, the same sex, both sexes, or neither sex. All four sexual orientations are part of the normal range of human variability. Sexual orientation tends to be stable over time even if sexual behaviors change. Similar factors (heredity, biology, and socialization) underlie all sexual orientations.",350
203,11,"Sex, Gender, and Sexuality",11.2,Gender Identities and Roles,11.2.1,"Outline what is meant by gender identity, including the factors that influence it and what it means for an individual to be gender variant","Gender identity is the subjective sense of being male or female, irrespective of your biological sex. Many researchers believe that prenatal hormones exert a biological biasing effect that combines with social factors to influence gender identity. However, gender role socialization (that is, raising children to assume characteristics and roles that are seen as “appropriate” for their biological sex) seems to account for most observed female–male gender differences. Gender-variant individuals experience a persistent mismatch between their biological sex and their experienced gender.",354
204,11,"Sex, Gender, and Sexuality",11.2,Gender Identities and Roles,11.2.2,Explain what is meant by the term gender role,"The term gender role refers to a society’s favored pattern of behavior for each sex. Traditionally, in Western culture, boys are encouraged to behave in ways that are strong and aggressive, while females are expected to behave in ways that are more gentle and caring. These gender roles may not be applicable in other cultures.",354
205,11,"Sex, Gender, and Sexuality",11.2,Gender Identities and Roles,11.2.3,Define psychological androgyny and explain its advantages,"People who possess both masculine and feminine traits are androgynous. In our society, androgyny allows for greater adaptability to a range of situations. This flexibility is helpful in relationships and is related to greater life satisfaction.",354
206,11,"Sex, Gender, and Sexuality",11.3,"Sexual Responses, Attitudes, and Behaviors",11.3.1,Contrast females and males in terms of their sexual response,"Sex is a powerful biological motive that finds expression in both men and women through various sexual behaviors, such as masturbation and intercourse. The similarities between female and male sexual responses and behaviors far outweigh the differences. For example, sexual arousal for both sexes is related to the body’s erogenous zones, but mental and emotional reactions are the ultimate source of sexual responsiveness. In addition, the sexual response of both men and women can be divided into four phases: excitement, plateau, orgasm, and resolution, though women move through the stages more slowly than men. Finally, men and women are similar in the average number of partners they have, and in their overall pattern of sexual activity. The frequency of sexual behavior gradually declines for both sexes with increasing age. However, many elderly persons remain sexually active, and large variations exist at all ages.",359
207,11,"Sex, Gender, and Sexuality",11.3,"Sexual Responses, Attitudes, and Behaviors",11.3.2,Explain how sexual attitudes and behaviors have changed over time,"Research suggests that people’s attitudes about sex, including premarital sex, have become more tolerant. There is less of a double standard around the sexual behaviors of men and women, and people now report having more sexual partners. Young people, in particular, are more likely now than in the past to engage in casual sex. People have greater access to pornography through online websites. More liberal attitudes and behaviors related to sex mean that people increasingly must deal with sexually transmitted diseases such as HIV. Other industrialized nations have followed the same pattern while the developing nations remain more conservative.",359
208,11,"Sex, Gender, and Sexuality",11.4,Sexual Relationships,11.4.1,Outline the factors that contribute to healthy sexual relationships,"Although solutions exist for many sexual adjustment problems, good communication and a healthy relationship are the real keys to sexual satisfaction. This includes being honest about your feelings, avoiding defensiveness, arguing constructively, trying to take your partner’s perspective, and avoiding the tendency to know what your partner is thinking or feeling if you haven’t asked.",367
209,11,"Sex, Gender, and Sexuality",11.4,Sexual Relationships,11.4.2,Outline the most common sexual dysfunctions,"Problems with sexual function can involve desire, arousal (e.g., erectile disorder, female arousal disorder), orgasm (female orgasmic disorder, delayed ejaculation, premature ejaculation), or pain. Behavioral methods and counseling techniques have been developed to alleviate many sexual problems.",367
210,11,"Sex, Gender, and Sexuality",11.4,Sexual Relationships,11.4.3,"Define what is meant by a paraphilic disorder, and provide some examples","Paraphilic disorders are compulsive sexual behaviors that tend to emotionally handicap people. The paraphilic disorders include pedophilia, exhibitionism, voyeurism, frotteurism, fetishism, sexual masochism, sexual sadism, and transvestic fetishism. The most common paraphilic disorders are pedophilia and exhibitionism.",367
211,11,"Sex, Gender, and Sexuality",11.4,Sexual Relationships,11.4.4,"Define what is meant by sexual harassment, and provide some examples","Sexual harassment refers to unwanted sexual comments, gestures, or actions that are directed at people because of their biological sex, gender identity, or sexual orientation. It may include unwanted sexual attention, sexual coercion, and gender harassment.",367
212,11,"Sex, Gender, and Sexuality",11.4,Sexual Relationships,11.4.5,"Define what constitutes rape, and what is meant by “rape myths”","Rape refers to situations that involve penetration of the vagina or anus without the consent of the victim. Rape includes unwanted sex that results from perpetrator threats to harm the victim (or the victim’s family or friends), as well as situations in which victims cannot provide consent because they are unconscious or impaired in some way. Rape myths are false beliefs grounded in traditional gender role stereotypes. One example is the (false) belief that a man should persist in attempts at sexual intimacy—even when the woman says no.",367
213,11,"Sex, Gender, and Sexuality",11.5,Psychology and Your Skill Set: Civic Engagement,11.5.1,Explain what is meant by civic engagement,"Civic engagement refers to individual and collective actions designed to identify and address issues of public concern. Acts of civic engagement include working to raise awareness about an issue, fundraising, providing labor or expertise to a cause, as well as political behaviors such as marching in rallies, writing letters to government officials, and voting.",375
214,11,"Sex, Gender, and Sexuality",11.5,Psychology and Your Skill Set: Civic Engagement,11.5.2,Outline the individual and societal benefits associated with civic engagement,"A society with civically engaged citizens is typically healthier, more economically prosperous, and has a lower crime rate. Individuals who are civically engaged have higher self-esteem, more positive social relationships, and better mental and physical health.",375
215,11,"Sex, Gender, and Sexuality",11.5,Psychology and Your Skill Set: Civic Engagement,11.5.3,Create a plan to become more civically engaged,"Being civically engaged begins with making sure that you are informed about the issues that are important in your community, state, and the country more broadly. Exercise your right to vote to demonstrate your commitment to those issues. Of course, civic engagement also includes helping with causes you feel are important. Today, young adults often use technology as a means of engaging with causes they care about, and this means that they can become involved with issues on a global scale. However, it’s also effective to direct your energy toward more local causes by connecting with community agencies, charities, and churches. Regardless of which route you choose, we hope that after reading this section, you’ll be better able to imagine how you can use your talents to help others.",375
216,12,Personality and Individual Differences,12.1,Theories of Personality,12.1.1,"Define the term personality and distinguish it from temperament, self-concept, and self-esteem","Personality refers to a person’s consistent and unique patterns of thinking, emotion, and behavior. It is believed to emerge from infants’ temperament, which is the general pattern of attention, arousal, and mood that is evident from birth. Behavior is influenced by self-concept, which is a perception of one’s own personality traits. Self-esteem (our evaluation of ourselves) stems directly from our self-concept: A positive self-concept leads to high self-esteem. Low self-esteem results from a negative self-concept and is associated with stress, unhappiness, and depression.",382
217,12,Personality and Individual Differences,12.1,Theories of Personality,12.1.2,Describe how psychoanalytic theories explain personality,"Like other psychodynamic approaches, Sigmund Freud’s psychoanalytic theory emphasizes unconscious forces and conflicts within the personality. In Freud’s theory, personality is made up of the id, ego, and superego. The personality operates on three levels: the conscious, preconscious, and unconscious. The Freudian view of personality development is based on a series of psychosexual stages: the oral, anal, phallic, latency, and genital stages. According to Freud, fixation at any stage can leave a lasting imprint on personality. Neo-Freudian theorists accepted the broad features of Freudian psychology, but developed their own views.",382
218,12,Personality and Individual Differences,12.1,Theories of Personality,12.1.3,Describe how behaviorists and social learning theorists explain personality,"Behavioral theories of personality emphasize learning, conditioning, and immediate effects of the environment (situational determinants). Learning theorists Dollard and Miller consider habits the basic core of personality. Habits express the combined effects of drive, cue, response, and reward. Social learning theory adds cognitive elements, such as perception, thinking, and understanding to the behavioral view of personality. Social learning theory is exemplified by Julian Rotter’s concepts of the psychological situation, expectancies, and reinforcement value.",382
219,12,Personality and Individual Differences,12.1,Theories of Personality,12.1.4,Describe how humanistic theories explain personality,"Humanistic theories stress subjective experience, free will, self-actualization, and positive models of human nature. Abraham Maslow found that self-actualizers share characteristics that range from efficient perceptions of reality to frequent peak experiences. Carl Rogers viewed the self as an entity that emerges from personal experience. We tend to become aware of experiences that match our self-image and exclude those that are incongruent with it. The incongruent person has a highly unrealistic self-image, a mismatch between the self-image and the ideal self, or both. The congruent or fully functioning person is flexible and open to experiences and feelings. Like the ideal self, possible selves help us become the person we would like to become. As parents apply conditions of worth to children’s behavior, thoughts, and feelings, children begin to do the same. Internalized conditions of worth then contribute to incongruence that disrupts the organismic valuing process.",382
220,12,Personality and Individual Differences,12.2,Traits: The Building Blocks of Personality,12.2.1,Describe what is meant by a personality trait,"Traits are characteristics related to thoughts, feelings, and behavior that differ among people and are relatively stable over a variety of situations and a fairly long period of time. Though they are assumed to be quite stable, traits can sometimes interact with the environment (situations) to explain our behavior.",392
221,12,Personality and Individual Differences,12.2,Traits: The Building Blocks of Personality,12.2.2,"Outline the history of the trait approach to understanding personality, including the work of Allport and Cattell",Trait theories identify qualities that are most lasting or characteristic of a person. Allport made a useful distinction between central and secondary traits. Cattell’s theory defines the existence of 16 underlying source traits (or dimensions) that are central to personality. Source traits are measured by the Sixteen Personality Factor Questionnaire (16 PF).,392
222,12,Personality and Individual Differences,12.2,Traits: The Building Blocks of Personality,12.2.3,Contrast the Big Five and HEXACO models of personality,"The five-factor model (Big Five) attempted to reduce the number of personality dimensions outlined in Cattell’s research. Specifically, the Big Five model identifies five universal dimensions of personality: extroversion, agreeableness, conscientiousness, neuroticism, and openness to experience. Work in cultures outside of the West supported the existence of the Big Five but also identified a sixth dimension of personality—honesty/humility. The HEXACO model of personality thus extends the Big Five to include this sixth factor.",392
223,12,Personality and Individual Differences,12.2,Traits: The Building Blocks of Personality,12.2.4,"Explain what is meant by a personality type, and the weaknesses associated with this approach to classifying personality",Personality types group people into categories on the basis of shared traits. One significant weakness of this approach is that it oversimplifies people’s personalities because it classifies people as having/not having a particular trait instead of acknowledging that people may possess traits to a greater or lesser extent.,392
224,12,Personality and Individual Differences,12.3,Personality Assessment,12.3.1,Outline four ways in which personality can be measured,"Techniques typically used for personality assessment are interviews, observation, questionnaires, and projective tests. Structured and unstructured interviews provide much information, but they are subject to interviewer bias and misperceptions. The halo effect may also reduce the accuracy of an interview. Direct observation, sometimes involving situational tests, behavioral assessment, or the use of rating scales, allows evaluation of a person’s actual behavior. Personality questionnaires, such as the Minnesota Multiphasic Personality Inventory-2 (MMPI-2), are objective and reliable, but their validity is open to question. Projective tests ask a person to project thoughts or feelings onto an ambiguous stimulus or unstructured situation. Two well-known examples are the Rorschach Inkblot Test and the Thematic Apperception Test (TAT). Projective tests are low in validity and objectivity. Nevertheless, they are considered useful by many clinicians, particularly as part of a test battery.",399
225,12,Personality and Individual Differences,12.4,Factors Influencing Personality,12.4.1,Describe the results of behavioral genetics studies with regard to the role of genetic and environmental influences on personality,Behavioral genetics and studies of identical twins suggest that both heredity and environment contribute significantly to adult personality traits. Heredity appears to impact each of the Big Five factors approximately equally.,404
226,12,Personality and Individual Differences,12.5,Psychology and Your Skill Set: Leadership,12.5.1,Create a plan to improve your leadership abilities,"Leadership skills are beneficial in the workplace because they can be used to promote organizational goals. Leadership skills also benefit your personal life, because taking on leadership roles can bring great personal satisfaction. To improve upon your leadership abilities, you need to help your team commit to shared values, ask questions of your team members, seek feedback, welcome innovation, be a creative problem solver, be optimistic, and promote team success and individual talents. We hope that after reading this section, you’ll be better able to think about how you can use these strategies to help when you find yourself in a leadership position!",405
227,13,Health Psychology,13.1,Biopsychosocial and Behavioral Contributions to Health,13.1.1,Distinguish between the medical and biopsychosocial models in terms of their conceptions of health,"The medical model emphasizes that the body is like a biological machine, and that physical illness requires a physical treatment (i.e., medicine). The mind, spirit, and social context are not considered important to health in this model. The biopsychosocial model adopts a more holistic approach and assumes that good health is a function of biological, psychological, and social factors.",412
228,13,Health Psychology,13.1,Biopsychosocial and Behavioral Contributions to Health,13.1.2,"Explain the biological, psychological, and social factors that influence health","Biological factors influencing health include genetic (and epigenetic) factors, as well as the functioning of a number of bodily systems including the nervous, endocrine, cardiovascular, respiratory, digestive, reproductive, and immune systems. Psychological factors include attention and perceptions, cognitions, emotions, and motivation. Particular attention has been paid to personality characteristics, especially those that characterize the Type A and hardy personalities. Finally, two social environmental factors that have received attention include our social networks and poverty.",412
229,13,Health Psychology,13.1,Biopsychosocial and Behavioral Contributions to Health,13.1.3,Outline the main behavioral risk factors that contribute to poor health,"The main behavioral factors contributing to poor health include smoking, alcohol abuse, drug abuse, poor diet, insufficient exercise, and risky sex.",412
230,13,Health Psychology,13.1,Biopsychosocial and Behavioral Contributions to Health,13.1.4,Describe three strategies that help to minimize behavioral risk factors,"Three strategies that can be used to reduce the risk posed by these behavioral risk factors are making healthy lifestyle changes, engaging in early prevention, and engaging in community health and social media campaigns.",412
231,13,Health Psychology,13.2,Stress and Health,13.2.1,Distinguish between two types of stressors: life events and hassles,"Stress is the mental and physical condition that occurs when we adjust or adapt to the environment. A stressor is a condition or event that challenges or threatens a person. Life events refer to stressors (both good and bad) that are larger scale, such as getting married or divorced, losing your job, or getting organized for a major holiday. Hassles (or microstressors) refer to stressors that are smaller in scope but ongoing, including a difficult commute to work or regularly having to deal with people making discriminatory remarks or inappropriate jokes at your expense. Research indicates that multiple life events tend to increase long-range susceptibility to health problems. However, one’s current health is more closely related to the intensity and severity of daily hassles.",419
232,13,Health Psychology,13.2,Stress and Health,13.2.2,"Differentiate between primary and secondary appraisals, and outline the four factors that guide them","Primary appraisal is broad-based and involves a basic decision about whether the stressor is positive, neutral, or a threat. Stress is intensified when a situation is appraised as a threat. During a secondary appraisal, we examine stressors in relation to our resources and select a way to manage stress. Appraisals are guided by beliefs about perceived control and competence to cope with the stressor, unpredictability of the stressor, and pressure.",419
233,13,Health Psychology,13.2,Stress and Health,13.2.3,Describe the three stages of general adaptation syndrome,"The body reacts to stress in a series of stages called general adaptation syndrome (GAS). The stages of GAS are alarm, resistance, and exhaustion. Bodily reactions in GAS follow the pattern observed in the development of psychosomatic disorders.",419
234,13,Health Psychology,13.2,Stress and Health,13.2.4,Describe three consequences of prolonged stress,"Prolonged stress can be associated with illness and psychosomatic disorders (in which psychological factors contribute to genuine bodily damage), learned helplessness, and burnout.",419
235,13,Health Psychology,13.3,Improving Health with Treatment,13.3.1,Outline the main features of somatic symptom disorder,"Somatic symptom disorder, also known as hypochondriasis, is rooted in anxiety about general concerns; people convert this anxiety into a belief that something is wrong with them physically.",426
236,13,Health Psychology,13.3,Improving Health with Treatment,13.3.2,"Describe how biological, psychological, and social factors contribute to our ability to recognize illness","In terms of biological factors, people are more likely to take symptoms seriously if they affect highly valued parts of the body, limit mobility, or cause pain. With respect to psychological factors, some personality variables (e.g., neuroticism), stress, and emotion all contribute to people’s ability to recognize illness. Finally, important social factors include the lay referral network (that is, informal social network) and the Internet.",426
237,13,Health Psychology,13.3,Improving Health with Treatment,13.3.3,Outline four factors that influence people’s decision to seek treatment,"Four factors that influence decisions to seek treatment include sex, income, age, and culture.",426
238,13,Health Psychology,13.3,Improving Health with Treatment,13.3.4,"Define what is meant by the term complementary and alternative medicine, and outline one main concern associated with this type of treatment","The term complementary and alternative medicine (CAM) refers to treatment approaches that tend to be more holistic in their approach and are often rooted in long-standing cultural traditions (e.g., traditional Chinese medicine; Ayurvedic medicine). They include homeopathy and dietary supplements, acupuncture, chiropractic services, massage, biofeedback, and yoga. The one main concern with these forms of treatment stems from a lack of good research evaluating their effectiveness.",426
239,13,Health Psychology,13.3,Improving Health with Treatment,13.3.5,"Identify the forms that treatment noncompliance can take, describe four factors that contribute to treatment noncompliance, and outline the key to minimizing treatment noncompliance","Treatment noncompliance results when people ignore, misunderstand, forget, or carry out treatments incorrectly. Four factors that contribute to noncompliance include cognitive factors, memory, the relationship between care providers and recipients, and emotions (particularly anxiety and depression). Minimizing noncompliance requires that healthcare providers use good communication and interpersonal skills to build a trusting relationship with patients and clients. Doing so will increase the likelihood that they are able to ensure that patients understand the treatment, promote a willingness to abide by it, and will improve the ability to properly assess clients’ ability to follow through with it.",426
240,13,Health Psychology,13.4,Improving Health Through Coping,13.4.1,"Distinguish between problem-focused, emotion-focused, and relationship-focused coping","Problem-focused coping involves directly managing or remedying a stressful or threatening situation. Emotion-focused coping relies on managing or controlling one’s emotional reaction to a stressful or threatening situation. Defense mechanisms are a specific type of emotion-focused coping, and they are used to avoid, deny, or distort sources of threat or anxiety, including threats to one’s self-image. Relationship-focused coping is based on the idea that our relationships are important and that we are motivated to preserve them by engaging in strategies such as demonstrating empathy, compromising, and providing social support.",430
241,13,Health Psychology,13.4,Improving Health Through Coping,13.4.2,"Explain the effects of traumatic stress, and some strategies for coping with it","Traumatic stress can have wide-ranging effects that are both physical (e.g., hypertension) and psychological (anxiety, feelings of vulnerability). Strategies to manage it rely on problem-, emotion-, and relationship-based coping, including talking to others (including professionals), engaging in enjoyable activities, and giving yourself time to heal.",430
242,13,Health Psychology,13.4,Improving Health Through Coping,13.4.3,"Identify the four main patterns of coping with acculturation, and the level of acculturative stress associated with each one","Acculturative stress arises during adaptation to a foreign culture. Four acculturative patterns are integration (associated with low acculturative stress), separation (associated with high acculturative stress), assimilation (associated with moderate acculturative stress), and marginalization (associated with high acculturative stress).",430
243,13,Health Psychology,13.4,Improving Health Through Coping,13.4.4,"Describe some of the factors that contribute to the “college blues,” and some strategies for coping with this problem","The college blues are a relatively mild form of depression that stem from such things as pressure to find a career, isolation and loneliness, problems with grades, relationship problems, and challenges living up to expectations. Coping with the college blues may include problem-focused strategies (e.g., creating a schedule and working steadily at tasks to avoid being overwhelmed), emotion-focused strategies (e.g., challenging self-critical and negative emotions), and relationship-focused strategies (e.g., seeking social support and professional help as needed).",430
244,13,Health Psychology,13.5,Psychology and Your Skill Set: Stress Management,13.5.1,Name three effects that are triggered by stress,"Three effects triggered by stress include: bodily effects, ineffective behavior, and upsetting thoughts.",434
245,13,Health Psychology,13.5,Psychology and Your Skill Set: Stress Management,13.5.2,Create a plan to manage each of these stress-induced effects,"All of the following are good ways to manage bodily reactions to stress: Exercise, meditation, progressive relaxation, and guided imagery. To minimize ineffective behavior when you are stressed, you can slow down, get organized, balance work and relaxation, accept your limits, seek social support, and write about your feelings. Learning to use coping statements is a good way to combat upsetting thoughts. We hope that after reading this section, you’ll be better able to think about how you can use these strategies to help manage the stressful events that confront each of us in our daily lives!",434
246,14,Psychological Disorders,14.1,Psychopathology: Classification and Causes,14.1.1,Describe four things to consider when deciding whether behavior is abnormal,"When deciding whether behavior is abnormal, we can consider statistical abnormality, nonconformity, subjective discomfort, and the extent to which the behavior may be considered maladaptive.",442
247,14,Psychological Disorders,14.1,Psychopathology: Classification and Causes,14.1.2,Explain how psychological disorders are classified and diagnosed,"Psychological problems are classified by using the Diagnostic and Statistical Manual of Mental Disorders (5th Edition) (DSM-5), and it is possible for people to be comorbid (i.e., exhibiting symptoms that fit more than one disorder). The DSM is updated regularly, and categories can be added, deleted, or changed based on an evolving understanding of disorders and changes in social norms. Mental illness is typically diagnosed by confirming the presence and/or absence of a number of symptoms. Symptoms can be divided into those that are positive (i.e., exaggeration compared to normal behavior) and those that are negative (i.e., deficit compared to normal behavior).",442
248,14,Psychological Disorders,14.1,Psychopathology: Classification and Causes,14.1.3,Describe the causes of mental disorders and the importance of the stress-vulnerability model,"Mental disorders may be due to genetic factors, known injuries, or diseases of the brain. Psychosocial factors that contribute to psychopathology include psychological factors, family factors, and social conditions. A promising explanation for many mental illnesses is the stress-vulnerability model, which emphasizes a combination of inherited susceptibility and environmental or social stress.",442
249,14,Psychological Disorders,14.2,Psychotic Disorders,14.2.1,Describe the general characteristics of psychotic disorders,"Psychosis is a break in contact with reality that is marked by delusions, hallucinations, sensory changes, disturbed emotions, disturbed communication, and personality disintegration.",449
250,14,Psychological Disorders,14.2,Psychotic Disorders,14.2.2,Outline the specific characteristics of delusional disorders,"Delusional disorders are almost totally based on the presence of deeply held false beliefs of grandeur, persecution, infidelity, romantic attraction, or physical disease. Paranoid psychosis is the most common delusional disorder. Paranoid persons may be violent if they believe that they are threatened.",449
251,14,Psychological Disorders,14.2,Psychotic Disorders,14.2.3,Outline the specific characteristics of schizophrenia,"Schizophrenia spectrum disorder involves varying degrees of abnormal cognition (delusions, paranoia), perceptions (hallucinations), abnormal mood (flat or inappropriate affect), abnormal behavior (inability to cope, catatonia), and a disintegrated personality.",449
252,14,Psychological Disorders,14.2,Psychotic Disorders,14.2.4,Describe the causes of schizophrenia,Environmental factors that increase the risk for schizophrenia include viral infection or malnutrition during the mother’s pregnancy and birth complications. Psychosocial factors include early psychological trauma and a disturbed family environment. Heredity is a major factor in schizophrenia. Recent biochemical studies have focused on the neurotransmitters glutamate and dopamine and their receptor sites. The stress-vulnerability model currently offers the best general explanation for schizophrenia.,449
253,14,Psychological Disorders,14.3,Mood and Personality Disorders,14.3.1,Describe the general characteristics of mood disorders,"Mood disorders primarily involve disturbances of mood or emotion, producing manic or depressive states. Severe mood disorders may include psychotic features.",454
254,14,Psychological Disorders,14.3,Mood and Personality Disorders,14.3.2,Outline the specific characteristics of depression and bipolar disorders,"In a persistent depressive disorder (dysthymia), depression is long-lasting but moderate. In contrast, major depressive disorder involves extreme sadness and despondency. One specific type of depression, seasonal affective disorder (SAD), occurs during the winter months, and is typically treated with phototherapy. Bipolar disorders combine mania and depression. In a cyclothymic disorder, people suffer from long-lasting, though moderate, swings between depression and elation. In a bipolar I disorder, the person fluctuates between severe mania and severe depression. In a bipolar II disorder, the person is mostly depressed but has had periods of mild mania.",454
255,14,Psychological Disorders,14.3,Mood and Personality Disorders,14.3.3,"Describe the causes of mood disorders, including their risk factors","Mood disorders are partially explained by genetic vulnerability and changes in brain chemistry. Mood disorders also are partially explained by psychological factors such as loss, anger, learned helplessness, stress, and self-defeating thinking patterns. Gender is one important risk factor. Women are more likely than men to become depressed owing to hormonal fluctuations and stressful social and environmental conditions (including childbirth, which can lead to postpartum depression).",454
256,14,Psychological Disorders,14.3,Mood and Personality Disorders,14.3.4,Outline some of the factors that lead people to commit suicide,"In individual cases, the potential for suicide is best identified by a desire to escape, unbearable psychological pain, and frustrated psychological needs. Suicide is statistically related to such factors as sex, ethnicity, age, and marital status.",454
257,14,Psychological Disorders,14.3,Mood and Personality Disorders,14.3.5,"Describe the general characteristics of personality disorder, and the specific features of antisocial personality disorder","Personality disorders are persistent, maladaptive personality patterns. Antisocial personalities seem to lack a conscience. They are emotionally unresponsive, manipulative, shallow, and dishonest. Psychopathy may be an extreme form of antisocial personality disorder.",454
258,14,Psychological Disorders,14.4,Anxiety and Anxiety-Related Disorders,14.4.1,Describe the general characteristics of anxiety disorders,"Anxiety disorders are characterized by high levels of anxiety, rigid defense mechanisms, and self-defeating behavior patterns. Anxiety disorders include generalized anxiety disorder, panic disorder, and a variety of phobias.",460
259,14,Psychological Disorders,14.4,Anxiety and Anxiety-Related Disorders,14.4.2,Explain how psychological theories account for anxiety disorders,"The psychodynamic approach emphasizes unconscious conflicts as the cause of disabling anxiety. The humanistic approach emphasizes the effects of a faulty self-image. The behaviorists emphasize the effects of previous learning, particularly avoidance learning. Cognitive theories of anxiety focus on distorted thinking and being fearful of others’ attention and judgments.",460
260,14,Psychological Disorders,14.4,Anxiety and Anxiety-Related Disorders,14.4.3,Name and briefly describe some important anxiety-related disorders,"The obsessive-compulsive and related disorders include obsessive-compulsive disorder and hoarding disorder. Trauma- and stressor-related disorders include adjustment disorder, acute stress disorder, and post-traumatic stress disorder. Dissociative disorders may take the form of amnesia, fugue, or multiple identities. Somatic symptom and related disorders center on physical complaints that mimic disease or disability. Three examples are somatic symptom disorder, factitious disorder (Munchausen syndrome and Munchausen by proxy), and conversion disorder.",460
261,14,Psychological Disorders,14.5,Psychology and Your Skill Set: Perseverance,14.5.1,Create a plan to improve your “grit” and perseverance,"In psychology, “grit” refers to having the passion and perseverance to pursue a long-term goal, and is associated with four characteristics: interest, (deliberate) practice, purpose, and hope. Improving your level of grit requires that people engage in deliberate practice when you are pursuing a goal. Deliberate practice involves staying focused during training, seeking feedback from experts, and then working to correct problems that have been identified. Fostering a sense of hope will allow you to overcome the obstacles that inevitably occur when we are working toward important goals. We hope that after reading this section, you’ll be better able to think about how you can use these strategies to help enhance your “grittiness”!",467
262,15,Therapies,15.1,The Origins and Effectiveness of Psychotherapy,15.1.1,Briefly describe how mental health problems were treated before the 1900s,"Before the 1900s, explanations were rooted in superstition and moral condemnation; demonology framed disorders as possession treated by exorcism. Reform toward humane care began in 1793 with Philippe Pinel.",474
